34308099-b9e5-4351-a358-223f8b89a368,false,false,Қазақстан сұрапыл апаттан зардап шеккен Қырғызстан азаматтарына гуманитарлық көмек көрсетеді .
344af1d0-dadb-4da8-9f25-640c9fcd9f53,false,false,Қазақстанда эпидмаусым басталғалы ЖРВИ мен тұмаудың 410 мың оқиғасы тіркелді .
372632a7-fbe9-4bbc-a19e-f62f7e71ebe2,false,false,Қазақстан жалпымедальдық есепте 20-орынға орналасты .
38723cb3-aaa6-48be-baca-475aa5bc88d5,false,false,Кентау әкімінің орынбасары парамен ұсталды .
3c0506ca-96ed-4f64-b7cc-7c81cefb6d40,false,false,Алматы облысының тұрғынынан 2 тоннадай есірткі тәркіленді .
4224d679-d7fe-4e94-a9db-b7a23e731bc6,false,false,Француздарды Шығыс Қазақстандағы археологиялық қазба жұмыстары қызықтырды .
4d347360-1763-429c-b0d2-b84ab67aa33b,false,false,Қарағанды облысының ТЖД бастығы су тасқынына қатысты сұрақтарға арналған " Бағыт " телебағдарламасында сөз сөйледі .
4d5bb4d6-51d7-4087-8557-0d76ee07e859,false,false,Бахрейн мен Иранға Жамбыл облысынан 2017 жылы 100 тонна ет экспортталған .
4d5ee622-444c-4725-bf56-eacd594e5e27,false,false,Ауыр атлет Александр Зайчиков Риодағы Олимпиаданың " қола " медаліне ие болды .
4d6944e8-5857-460f-bba6-f3f5def00b46,false,false,Шымкентте жас жұбайлардың күндізгі той қыдыруларына тікұшақ жалдайтын болды .
4da84b51-0c18-4635-a585-f16dab696634,false,false,Астана әкімдігі көлік кешенін дамытудың бес жылдық жоспарын ұсынды .
4e5f21b6-e62e-4e47-9cbe-af458aca2dd2,false,false,Мейрамбек : Баян Есентаева секілділердің кітабына уақытымды шығындағым келмейді .
4e68e386-3fe4-400f-8ac4-b22a4aed0abf,false,false,Тәтішевтің қызы туралы белгісіз біреулер сұрастырғаны туралы және оны өлтірместен бұрын оған шабуыл жасалғаны туралы банкирдің туысы бизнесмен Токмадидің үстінен өтіп жатқан сотта айтып берді .
4e77a6d7-3ebb-4702-b01a-ba745d340096,false,false,Бүгін Қазақстанның басым бөлігінде жауын жауады .
4e78f3ae-bfa1-4fab-8c8e-96afc2305c5a,false,false,Ақтөбе облысында мақсатына сай пайдаланылмай жатқан жерлер қайтарылуда .
4e8aa949-0a17-49e7-8e95-ac1f97ea8677,false,false, " Ақтау " сауда ойын-сауық орталығында түнгі өрт-тактикалық жаттығуы өтті .
4e8ca924-7f00-4267-8a2b-8d0436e1aeff,false,false,Қырғызстан мен Қазақстан арасындағы туысқандық қарым-қатынасты орнына келтіру қажет – Назарбаев .
4e9e964f-c97f-4ba1-9a1d-ef9a4091dc22,false,false,Аргентинада бортында 44 адамы бар жер асты кемесі жоғалып кетті .
4ea1ba11-439e-443d-9d4b-6434a71b93ca,false,false,Василий Левит неміс боксшысын нокдаунға жіберді .
4ea61df6-5dcf-4e32-84d9-afbdad2fe970,false,false,Сейсенбі күні Қазақстанның басым бөлігінде жауын-шашын күтіледі .
4ec4164e-e039-4d68-adf3-afe9679b378c,false,false,Талдықорғанда қайта жаңғыртылған орталық саябақ іске қосылды .
4ecfdb2d-9373-4375-8908-2241b2cd06a8,false,false,Оңтүстік Қазақстан облысында қаза болған құтқарушының отбасына үйдің кілті табысталды .
4ed881d0-4316-4767-ac87-234946a7805b,false,false,Ақтауда 6 жасар сәбиді зорлаған күдіктіні іздеу шаралары жалғасуда .
4eea9141-dfd1-47e7-8679-a99e935bd2df,false,false,Назарбаев Қырғызстан Президенті Сауранбай Жиенбековпен кездесті .
4ef3aa44-4c60-4bba-9ea5-e5b876f70404,false,false,"Қазақстанда туризмді дамытуға жыл сайын Т1 ,1 млрд қарастырылған ."
4ef42fb0-ba29-495f-b34d-f9de116fcdea,false,false,2017 жылы Меккеге қажылыққа Қазақстаннан 5 мыңдай адам барады .
4ef6e1f8-b628-4528-87ac-28dedc88dc6b,false,false,Арыс қаласында жаңа көпір ашылды .
4f257eab-8bbf-4e0c-8349-b22089d6224a,false,false,Қазақстанда мұғалімдердің жаңа санатын енгізу жоспарланып отыр .
4f30c46e-bf2e-4870-b5dc-c4ed10eb9b0e,false,false,Ержан Казыханов АҚШ-тағы Қазақстан елшісі қызметіне тағайындалды .
4f3bbeb7-2a29-46dd-a183-9d3438022401,false,false,Қорғаныс министрі Назарбаевқа еңбекақыны көбейткені үшін алғыс айтты .
4f3d28f5-4365-4b1d-8405-8f3651c9bbb5,false,false,Ақмола облысында макарон фабрикасы ашылды .
4f49368d-3cb6-4fa8-9c45-6691a036c391,false,false,Назначен новый начальник Департамента по чрезвычайным ситуациям Восточно-Казахстанской области .
4f4de024-8a17-41b5-b1c5-f870280ea41b,false,false,Балуан Ибрагимов жартылай финалға шыға алмады .
4f506c45-bb53-4d5f-8bd3-3c2f3c65f1f8,false,false,Алматы облысында тәулігіне 50 мың көлік жүретін жол кеңейтілмек .
4f530388-b9ad-4daf-920d-cb794079c526,false,false,Исекешев атқамінерлерге күніне бір рет қоғамдық көлікте жүруге міндеттеді .
4f626364-301e-433b-b18e-217e48870793,false,false,Қостанай облысындағы 11 елді мекенге су жүйесі тартылды .
4f8478f5-345f-4a21-aaad-9dd054e706e7,false,false,Павлодарда спорттық қалашық салынады .
4f959111-1755-45df-ad62-175307c3c1ec,false,false, " Қазақстан инжиниринг " төрағасының бұрынғы орынбасары 10 жылға түрмеге қамалды .
4fa441f3-6d33-4960-89b2-17b61f137df4,false,false,Бүгін Астанада күн қатты ыстық болады деп болжануда .
4fa87b7e-87ac-4f15-8da7-bee9cfab74cf,false,false,Қызылордалық мамандар мұнай ұңғымаларын автоматты түрде басқару жүйесін ойлап тапты .
4fbce802-318b-4103-935b-48ad9e853803,false,false,Қазақстанның Польшадағы елшісі Әбибуллаевты мемқызмет туралы заңды бұзғаны үшін жауапкершілікке тартады .
4fc88d75-6ce5-492c-a67b-05813b4c1ed8,false,false,"Жұма күні Қазақстанның басым бөлігінде жауын-шашынды , көбіне қар жауады ."
4fe699bf-829f-4fe2-bf3d-737e479a82d6,false,false,Қазақстан басымдық берілетін инвестор елдерді айқындады .
4ff115bb-222e-44eb-90cd-b97094c12ea1,false,false,Астанадан 30 шақырым жерде күн электр станциясы салынады .
4ff120d3-6a75-466e-a70f-6b5d5d7d8a31,false,false,Ақтөбе облысының әкімі банк өкілдеріне кәсіп ашамын деушілерге кедергі болмауды ескертті .
500febc8-2588-4fc9-b2cf-d166229c860a,false,false, " Еуразия " ХКФ-нің конкурсына Сәбит Құрманбектің " Оралман " фильмі енді .
5012abd3-ab6f-403b-9893-4a9d6b707556,false,false,Шығыс Қазақстан мектептеріне ұстаздар қажет .
50279b3d-501d-4a01-a0ba-300daf8a2fc8,false,false,Ақтөбе су қоймасындағы журналистерге арналған пресс – тур .
502bec2d-27c7-433e-86ca-26dfa5750eb7,false,false,Ақтөбеде ҰҚК қызметкерлеріне қатысты алдын ала сот тыңдауы өтті .
502bedf9-7092-4085-a23a-0e75bb5652a8,false,false,Алматы өңірінің диқандары несиелендірудің жаңа түрі бойынша қаржы алуда .
5039e365-70f1-4215-91fa-2ee7b06ab38e,false,false,В Алматы борются с подтоплением в результате обильных дождей .
50562253-2c9c-4677-a030-f193e17c3c75,false,false,Шымкентте Kaspi Bank-тен ақша ұрлаған күдікті Алматыдағы офисті де тонамақ болған .
505ae437-c1cf-47ee-b62b-91a9c33a8a1c,false,false,Солтүстік Қазақстан облысының Төтенше жағдайлар департаментінде " қауырт желі " телефоны жұмыс істеуде .
50998dd3-eb6a-470a-97c6-3809c408e1aa,false,false,Батыс Қазақстан облысында " Көктем-2017 " РКШОЖ .
50a8c5a2-93dc-4903-9f5d-cd1408b59cd8,false,false,Ақтөбеде 127 мыңнан астам адам ЖТҚ үшін жер телімін алуға кезекте тұр .
50ac6039-e984-428d-be23-6e2c84c5f827,false,false,Арыстанбек Мұхамедиұлы XXIII Сурдлимпиада ойындарының жеңімпаздарын құттықтады .
50ba2a64-3b68-4a2b-b402-5b5f49c04648,false,false,Қазақстан және әлем жаңалықтары .
50c12e69-0b9b-453c-9e25-8032e8d39156,false,false,Қызылордада алғаш рет мемлекеттік органдардағы бос лауазымдар жәрмеңкесі өтті .
50c784c0-d8c3-4c95-8ca8-5420d4e159f8,false,false,Қазақстанға Ресейден 100 мың тонна жанармай импортталады .
50cc53f0-add9-460e-a1db-b51d019ddc7f,false,false,Бахрейнде жоғалып кеткен қызға қатысты жаңа мәлімет пайда болды .
50d0e2a6-552e-43aa-89a2-1562c32f2af8,false,false,Генерал-лейтенант Матвей Меркуловқа арналған ескерткіш тақта ашылды .
50dcd1be-25f9-4699-aa46-910343d2e815,false,false,Қазақстанда екі тілде сабақ беретін мұғалімдердің жалақысы көбейеді .
50dddd42-80fc-45cc-882d-593ed75af96a,false,false,ИЫҰ саммитінің Астана декларациясы қабылданды .
50ffac6d-2cb4-474f-a4e6-a7ea305fc54c,false,false,Израиль павильоны " Ең үздік тұсаукесер " санатында жеңімпаз болды .
510324fa-9a8b-4782-8f99-850204cd67ed,false,false,Алмазбек Атамбаев Назарбаев туралы қызбалықпен айтып қойғанын жасырмады .
510a92f9-db1a-4437-b7bc-b21b9514c33d,false,false,Жезқазғанда дарынды балаларға арналған жаңа мектеп және балалар нейро оңалту орталығы ашылады .
511dd15a-40e1-44e3-b8d4-43c49c49548e,false,false,"Түркияда үйлену тойы кезінде жарылыс болып , 30 адам қаза тапты ."
5134ac9f-eebd-47a2-be42-7682d29ff679,false,false,Ағымдағы жылғы 15 ақпаннан бастап Қарағанды облысында " Саламатты Қазақстан " медициналық поезы жұмысын бастайды .
5139486f-6915-4b0f-95b5-187e258b5a55,false,false,Қазақстанның басым бөлігінде жауын-шашынсыз суық ауа райы күтілуде .
513bc76f-3bbc-490e-aea9-2295b90e98d9,false,false,Ақтөбе облысында африкалық түйеқұс өсіріле бастады .
51441c73-4670-4209-aba0-c9a88cde8bd3,false,false,Апта соңында Қазақстанның бірнеше облысында қатты ыстық болады еп күтілуде .
514fc58d-3a77-4e75-92dc-a1dd96c67a35,false,false,В Мангистауской областной больнице проведена лекция с медицинским персоналом .
51562850-a684-414b-a002-74ff54398bac,false,false,Астанадағы Сирия мәселесі бойынша келіссөздер аяқталуға жақын .
51739117-ca1d-4cf1-8940-48c042082eed,false,false,Бывший горняк сегодня занимается спасением людей едва ли не ежедневно .
517f3107-0b38-41ef-91ea-3c9f24f08eb1,false,false,Геннадий Шиповских : Біз латын әліпбиіне көшпейміз - ораламыз .
51925324-bacb-42f8-bb99-1d1a41df66d3,false,false,Қызылордада жазғы маусым кезеңіндегі судағы төтенше жағдайлардың алдын алу мен оны болдырмау және табиғи өрттерді болдырмау жөнінде баспасөз-мәслихаты өткізілді .
519b3c32-835b-481a-bd00-793db9f1cc50,false,false,Румынияда 20 мыңнан астам адамның қатысуымен наразылық акциясы өтті .
51b37549-59fb-47a2-973d-a12b57b06371,false,false,Астанада УЕФА Кубогінің матчына жолдамалар ойнатылды .
51bf1c1e-d55b-424c-a872-8ffd43a85e9f,false,false,Қазақстан ОІС-15 тобына кіреді .
51d21efb-aae7-45d5-add7-80a854b13dda,false,false,Шымкентте Орталық Азиядағы алғашқы биогаз құрылғысы іске қосылды .
51ed01de-6b6a-4116-a1d2-e94d7772f337,false,false,Қарағандыда " Тіл жанашыры " байқауының жеңімпаздары марапатталды .
520a528a-a454-4702-981c-da29ff806e2f,false,false,Алматы қ. ТЖД Алматы қаласының 7000 оқушылары үшін қауіпсіздік сабақтарын өткізді .
52146bea-a099-47fa-9821-a727c4186b0f,false,false,Жақын арада Астанадағы Сандық ХҚКО-ны іске қосу жоспарлануда .
522f2517-db3c-41c4-8d87-3bcd672fc57f,false,false,Ирактың Киркук қаласында жарылғыш белбеуін таққан бала ұсталды .
523b3654-9d44-4864-9b94-7003b1b1f2bb,false,false,БҰҰ Даму бағдарламасы Шығыс Қазақстанда жаңа жобаны іске қосып жатыр .
5243ae99-7468-4925-b549-266723530c05,false,false,СҚО кәсіпкерлері Астанадағы жәрмеңкеге 700 тоннадан астам азық-түлік әкеледі .
524a820a-f3b2-430b-bcfc-a89dca5a947c,false,false,Эльмира Сыздықова : Риода сантехник мамандығын меңгердім .
52584c1d-7eea-4775-ab8e-353bca112a7c,false,false,Талдықорғанда полиция жаяу жүргіншіні өлімші етіп қағып кеткен жүргізушіні іздестіруде .
525bea75-537f-41c9-876d-440fe1803585,false,false,БҚО Зеленов ауданында еріген қардың суын айдап қотару жұмыстары жұргізілуде .
52602d40-1d99-4f28-ac75-838c4e8b74b2,false,false,Ақмола облысының Сандықтау ауданында 248 адам пәтер кезегінде тұр .
52679c2c-6f52-4673-a021-44307088928f,false,false,Лос-Анжелесте Қазақстан мәдениеті мен киносының күндері өтеді .
